own_id,inf_id,star_rating,sentiment_rating
97,2754,1,0.047636922
239,253,1,0.102025508
289,563,1,0.049284198
354,1551,1,0.081932545
354,1088,1,0.041584157
354,543,1,0.003594783
354,2079,1,0.13398741
354,2083,1,0.173806934
354,1963,1,0.014473444
354,921,1,0.175767515
354,2003,1,0.004979008
354,1740,1,0.124621255
354,1741,1,0.083448242
354,3796,1,0.007626122
354,1932,1,0.094836838
354,2090,1,0.008287715
354,969,1,0.074410278
354,1668,1,0.144306843
354,1981,1,0.062857829
354,1677,1,0.014907332
354,1157,1,0.039698006
354,3820,1,0.150755376
354,1435,1,0.047165179
354,3002,1,0.19024779
354,1538,1,0.083010051
354,1985,1,0.096079403
354,3245,1,0.113606628
354,2396,1,0.018956111
354,2997,1,0.189230718
354,2445,1,0.018852942
354,2399,1,0.192958651
355,1088,1,0.000180455
404,1787,1,0.122218459
417,3645,1,0.146839528
526,1165,1,0.077377603
912,2845,1,0.092563407
991,5613,1,0.117708993
992,253,1,0.156959866
1018,2142,1,0.110597076
1037,5487,1,0.123344187
1082,563,1,0.046371058
1187,88,1,0.112003163
1248,2748,1,0.180126382
1310,6034,1,0.093788852
1310,2754,1,0.052837495
1310,6052,1,0.10163513
1332,879,1,0.160247295
1533,907,1,0.133825001
1538,2038,1,0.163141496
1538,6193,1,0.187976811
1538,3548,1,0.149280846
1538,6052,1,0.171229436
1639,111,1,0.104489663
1689,359,1,0.008683298
1689,568,1,0.032052314
1689,447,1,0.144443935
1689,1461,1,0.006669808
1689,18,1,0.18118912
1689,19,1,0.06254931
1689,596,1,0.13237926
1689,2287,1,0.146797973
1689,620,1,0.134155873
1689,627,1,0.00117467
1689,628,1,0.023007358
1689,629,1,0.152046774
1689,630,1,0.062996519
1689,631,1,0.033947758
1689,632,1,0.026983011
1689,633,1,0.17327142
1689,1878,1,0.0634103
1689,1901,1,0.013307785
1689,1879,1,0.19128729
1689,1880,1,0.04690092
1689,455,1,0.175964975
1689,1054,1,0.110478504
1689,1943,1,0.042502392
1689,1787,1,0.126003434
1689,67,1,0.033867032
1689,2299,1,0.122793548
1689,4211,1,0.027019988
1689,543,1,0.03095906
1689,9,1,0.109347362
1689,115,1,0.12881055
1689,823,1,0.176474251
1689,830,1,0.169523208
1689,139,1,0.044703625
1689,376,1,0.199594013
1689,521,1,0.182887189
1689,1592,1,0.059054918
1689,165,1,0.122507141
1689,921,1,0.097348734
1689,201,1,0.161642319
1689,424,1,0.059067498
1731,4668,1,0.060984726
1784,769,1,0.011373271
1929,9,1,0.181886072
1945,5487,1,0.193465784
2108,2748,1,0.196268699
2109,632,1,0.031866611
2109,6539,1,0.022153663
2175,1509,1,0.014591294
2520,5487,1,0.087326222
2559,5136,1,0.033943338
2834,1981,1,0.146502276
3009,1090,1,0.199749366
3074,647,1,0.05304273
3082,4272,1,0.15624499
3082,647,1,0.060014873
3082,47,1,0.188121361
3082,658,1,0.198600367
3082,6835,1,0.077478628
3082,709,1,0.171908098
3082,3703,1,0.157225527
3082,543,1,0.123353428
3082,4728,1,0.158841894
3082,2054,1,0.062111083
3082,5373,1,0.017242874
3082,200,1,0.137981456
3082,1668,1,0.105008772
3082,1981,1,0.030460602
3082,2845,1,0.133686145
3082,2396,1,0.028108557
3082,2127,1,0.038584746
3101,1597,1,0.019672636
3124,3230,1,0.044393802
3135,111,1,0.065843247
3146,4518,1,0.055968674
3210,2085,1,0.016848012
3229,5487,1,0.003390948
3295,1435,1,0.087298586
3529,1881,1,0.036858853
3577,2615,1,0.040733289
3584,2302,1,0.048060751
3651,1763,1,0.18660391
3731,2299,1,0.003616701
3775,3099,1,0.030784638
3775,907,1,0.190731878
3837,19,1,0.081358464
3837,3778,1,0.171041849
3837,1399,1,0.146360489
3837,67,1,0.129265027
3837,2159,1,0.06544879
4151,1277,1,0.101332039
4267,67,1,0.139986142
4382,5487,1,0.199101112
4425,5487,1,0.097379819
4425,1532,1,0.053692715
4425,286,1,0.091862305
4488,3231,1,0.131490048
4691,1881,1,0.096804284
4808,616,1,0.190787885
79,1088,1,0.208738458
97,2488,1,0.100781652
97,1135,1,0.247440453
146,67,1,0.123583393
274,3525,1,0.22499418
287,1532,1,0.206495702
289,543,1,0.235282555
352,616,1,0.117478822
354,585,1,0.232522338
354,709,1,0.171071056
354,90,1,0.161194805
354,2300,1,0.114508806
354,2152,1,0.188952578
354,424,1,0.201021939
354,218,1,0.265980709
354,2980,1,0.202966076
354,1977,1,0.22618609
354,2981,1,0.260606565
354,3121,1,0.286208843
354,974,1,0.208413898
354,976,1,0.21911296
354,3813,1,0.190168486
354,981,1,0.162503091
354,1861,1,0.297018892
354,3814,1,0.286231999
354,276,1,0.186777866
354,3376,1,0.299326913
354,3392,1,0.216546485
354,2876,1,0.148316388
354,301,1,0.151031281
354,1706,1,0.157786615
354,327,1,0.274629037
354,2127,1,0.153618154
418,4172,1,0.247667621
458,1165,1,0.295991357
470,1277,1,0.185836154
475,2478,1,0.222998607
488,129,1,0.272442575
488,4726,1,0.217746378
523,517,1,0.173552105
613,1436,1,0.168507973
613,1450,1,0.23792051
613,2128,1,0.125185945
636,2827,1,0.182941886
645,598,1,0.105813126
645,1409,1,0.202876799
645,253,1,0.2685612
769,3636,1,0.213985689
776,709,1,0.14012338
778,629,1,0.171010175
778,2013,1,0.164941753
831,694,1,0.223832049
831,165,1,0.212877061
831,507,1,0.127755033
831,1610,1,0.242097044
912,1677,1,0.116299389
912,1435,1,0.279703192
912,1538,1,0.204625118
912,1436,1,0.287972822
912,3245,1,0.288282602
912,5014,1,0.173251871
912,2128,1,0.253658541
912,3499,1,0.171900637
964,1981,1,0.239734182
991,4445,1,0.193550297
991,3221,1,0.165276191
991,3690,1,0.256594319
991,5618,1,0.216447293
991,3252,1,0.125269044
991,3195,1,0.128466068
991,5636,1,0.250891485
991,2958,1,0.128896261
991,3487,1,0.132462179
991,5641,1,0.25737902
1017,616,1,0.227981886
1017,2299,1,0.202195758
1017,5014,1,0.188507219
1017,3499,1,0.170571626
1213,2487,1,0.285824855
1213,36,1,0.231139982
1213,1881,1,0.249368301
1213,2142,1,0.281855055
1213,1277,1,0.290803305
1213,2514,1,0.274398425
1213,2827,1,0.232941951
1213,5942,1,0.296794299
1234,5954,1,0.264601897
1247,1773,1,0.214732928
1247,1932,1,0.23697298
1310,5322,1,0.184890632
1351,67,1,0.203265855
1404,5487,1,0.114817798
1538,585,1,0.106052834
1538,1773,1,0.169845524
1538,1568,1,0.288387148
1538,2079,1,0.299838235
1538,1610,1,0.230253292
1538,2812,1,0.171534237
1538,1849,1,0.201961853
1562,1727,1,0.277673482
1571,1450,1,0.189110603
1611,1088,1,0.176802756
1639,1882,1,0.28030903
1714,1839,1,0.246187686
1714,1436,1,0.114856637
1731,2925,1,0.261973293
1731,4772,1,0.173631419
1783,3886,1,0.274084649
1810,129,1,0.269485259
1813,1277,1,0.209101642
1822,1040,1,0.174664177
1822,823,1,0.263829184
1822,172,1,0.124648718
1906,658,1,0.22609626
1906,543,1,0.283144966
1906,830,1,0.119191149
2040,19,1,0.157732645
2040,658,1,0.147113288
2102,5725,1,0.225043102
2108,1088,1,0.161451932
2109,1277,1,0.287900243
2124,4997,1,0.199237738
2138,951,1,0.119548151
2261,694,1,0.116789742
2275,679,1,0.249074589
2275,1100,1,0.161804793
2275,5139,1,2.57E-01
2506,1682,1,0.149459544
2512,3886,1,0.276977243
2516,1981,1,0.294786924
2520,1435,1,0.199946893
2527,1717,1,0.27714289
2527,6659,1,0.22784738
2614,2128,1,0.128164446
2625,658,1,0.246093747
2625,424,1,0.242573055
2632,1436,1,0.247178652
2675,1218,1,0.199086301
2717,3912,1,0.287198106
2717,627,1,0.274355663
2717,3523,1,0.278327077
2717,5487,1,0.105574515
2823,2228,1,0.212611961
2834,5303,1,0.268888295
2834,2079,1,0.264574586
2834,2743,1,0.192260513
2834,2820,1,0.209611288
2834,5725,1,0.162763203
2893,5487,1,0.202540282
2957,2980,1,0.212623134
3015,986,1,0.198207449
3040,3099,1,0.221865488
3058,1165,1,0.281896374
3069,1409,1,0.216744609
3082,690,1,0.247751185
3082,694,1,0.239674772
3082,4026,1,0.174396031
3082,2958,1,0.11092359
3082,1376,1,0.18128525
3082,6050,1,0.175331345
3082,276,1,0.147122665
3101,2655,1,0.129648286
3107,709,1,0.219717972
3135,1882,1,0.140854027
3295,1436,1,0.161190427
3323,1947,1,0.129183086
3323,563,1,0.104552973
3354,6873,1,0.118119031
3416,17,1,0.172057582
3421,60,1,0.250805763
3455,3232,1,0.268250712
3507,67,1,0.167019629
3602,9,1,0.294938915
3647,658,1,0.277550866
3699,1756,1,0.201116768
3699,694,1,0.235370523
3699,827,1,0.134913926
3728,7023,1,0.165140198
3731,769,1,0.156901238
3731,779,1,0.118052512
3775,1628,1,0.116600545
3775,658,1,0.110867351
3775,1509,1,0.211506486
3775,1882,1,0.215621413
3775,1088,1,0.229710169
3795,563,1,0.124519443
3837,1551,1,0.22865654
3837,694,1,0.173834111
3837,1088,1,0.15350551
3885,253,1,0.144266057
3907,1881,1,0.175570893
3907,793,1,0.127846711
3908,4272,1,0.141890739
3927,2458,1,0.246761461
3992,1275,1,0.187928929
4038,3195,1,0.285920096
4218,9,1,0.192305754
4308,2445,1,0.253136972
4378,563,1,0.290305077
4382,2079,1,0.294996722
4425,616,1,0.27623345
4496,1154,1,0.19604298
4502,2377,1,0.236394917
4568,2650,1,0.152799783
4652,7275,1,0.213704739
4691,1882,1,0.299203908
4819,976,1,0.108481256
4844,1154,1,0.260092525
4894,1436,1,0.154801058
4976,4172,1,0.254563072
69,1981,2,0.341480992
76,36,2,0.321010377
76,1881,2,0.2322759
76,1882,2,0.321960403
76,682,2,0.251309123
84,88,2,0.268537911
97,2478,2,0.246343713
97,2592,2,0.253572602
97,543,2,0.360116948
97,2895,2,0.325917408
97,2896,2,0.28609477
100,709,2,0.299892745
287,694,2,0.310138482
289,658,2,0.29665861
289,1882,2,0.293236627
305,18,2,0.342401463
305,2374,2,0.39752901
306,1978,2,0.369859493
336,1164,2,0.37493031
354,658,2,0.367658515
354,1370,2,0.312413252
354,504,2,0.310386836
354,418,2,0.382083584
354,1610,2,0.255177287
354,1154,2,0.386114609
354,3818,2,0.332286673
354,1701,2,0.317090395
354,1439,2,0.311076158
355,1568,2,0.355543359
369,1277,2,0.207620195
375,4211,2,0.295458207
418,1277,2,0.20383567
418,2079,2,0.251395835
418,517,2,0.293607611
418,2083,2,0.380152283
418,3544,2,0.297079382
418,1740,2,0.374198693
418,3002,2,0.286605327
439,457,2,0.306939759
439,1892,2,0.379347176
439,2514,2,0.350717519
439,2084,2,0.380766419
439,3814,2,0.234513839
484,2288,2,0.305963552
504,658,2,0.267350369
506,4772,2,0.341934674
523,4668,2,0.365284186
523,3851,2,0.351234778
523,1618,2,0.294668613
531,658,2,0.215924214
550,359,2,0.319726391
606,253,2,0.328886712
613,1453,2,0.358698088
613,2445,2,0.322634072
645,2483,2,0.37182006
645,418,2,0.246445366
659,1453,2,0.394247875
680,1869,2,0.310046287
751,90,2,0.204360252
769,36,2,0.229714551
778,2192,2,0.237838014
778,5320,2,0.272494071
778,5265,2,0.372899333
810,383,2,0.307975147
811,3150,2,0.389427942
816,1668,2,0.245692212
831,2190,2,0.398177462
831,690,2,0.32354643
831,1898,2,0.321447473
831,1286,2,0.297151732
831,9,2,0.299283171
831,815,2,0.21227966
831,139,2,0.230166226
831,884,2,0.34141639
881,777,2,0.219406239
912,2874,2,0.317056078
912,1450,2,0.207657752
912,2445,2,0.22866659
912,1725,2,0.33619272
919,1450,2,0.206157605
934,5487,2,0.330818342
970,359,2,0.381881522
991,2065,2,0.216839952
991,4493,2,0.37188973
991,5304,2,0.373721179
991,5620,2,0.382212278
991,1942,2,0.387673413
991,3245,2,0.318649098
1017,585,2,0.305744576
1017,2287,2,0.368218398
1017,2699,2,0.257542897
1063,5487,2,0.318960963
1116,5447,2,0.361764256
1119,5749,2,0.390637043
1141,5725,2,0.393121927
1231,5943,2,0.348141671
1310,647,2,0.256654888
1310,6038,2,0.333932459
1310,6054,2,0.306648319
1310,6073,2,0.272719976
1315,6078,2,0.364788054
1332,6090,2,0.235913655
1332,90,2,0.229695984
1332,2655,2,0.345944168
1332,823,2,0.316045454
1351,9,2,0.285667108
1418,2152,2,0.242568905
1510,777,2,0.391661519
1538,1277,2,0.206267817
1538,9,2,0.261429197
1538,564,2,0.25476367
1538,2745,2,0.363744659
1538,201,2,0.333162396
1545,3499,2,0.270386501
1556,1628,2,0.367325051
1556,709,2,0.233277602
1556,3099,2,0.255487688
1571,2933,2,0.368402515
1625,1100,2,0.279961257
1639,1169,2,0.21767107
1690,921,2,0.329066953
1697,129,2,0.337995082
1714,1741,2,0.303439255
1731,1551,2,0.29228649
1731,1165,2,0.324634352
1731,2921,2,0.318504715
1731,4401,2,0.203404334
1731,2079,2,0.355853263
1731,4407,2,0.348311634
1731,2083,2,0.316519776
1731,1368,2,0.354487463
1731,507,2,0.387267156
1762,679,2,0.245385745
1762,1225,2,0.393972199
1762,111,2,0.20481685
1776,2655,2,0.315769399
1780,1054,2,0.375884428
1822,607,2,0.259451574
1822,1037,2,0.211343333
1822,1042,2,0.288546026
1822,2102,2,0.301004378
1822,1882,2,0.39022692
1822,3095,2,0.204484062
1822,517,2,0.252516339
1822,152,2,0.203993868
1822,2002,2,0.390164185
1822,928,2,0.34964055
1845,1943,2,0.274191116
1856,4355,2,0.336458653
1861,4983,2,0.362803418
1883,1054,2,0.36006184
1883,470,2,0.318507128
1887,129,2,0.374293277
1889,563,2,0.205699829
1906,1760,2,0.384573284
1999,647,2,0.337658229
2003,61,2,0.294635782
2028,630,2,0.261523331
2040,61,2,0.357697274
2040,9,2,0.228959261
2040,376,2,0.392893928
2040,141,2,0.234497397
2042,1185,2,0.236196233
2056,564,2,0.220069159
2066,5454,2,0.234752153
2102,1646,2,0.254667779
2102,2003,2,0.319832919
2102,3499,2,0.222170901
2109,672,2,0.267267914
2109,3647,2,0.218385555
2124,1881,2,0.343910984
2168,6238,2,0.259822743
2209,2021,2,0.330216184
2266,5303,2,0.247148699
2275,616,2,0.211758286
2275,688,2,0.255524273
2275,400,2,0.264553102
2275,2082,2,0.315170717
2275,2677,2,0.318418414
2275,2820,2,0.234370965
2275,2823,2,0.301237529
2275,1386,2,0.366997662
2275,1154,2,0.241107779
2275,301,2,0.312577588
2366,1553,2,0.210003849
2366,2128,2,0.269410392
2403,2079,2,0.357609894
2438,9,2,0.215428932
